			STT	STT	NT	NT	Cluster	Cluster	XC	XC	BRKGA-STT	BRKGA-Cluster	BRKGA-A	Best Upper Bound	Optimum
Geographic Distribution	case	Instance	object funcion value	CPU (s)	object funcion value	CPU (s)	object funcion value	CPU (s)	object funcion value	CPU (s)	object funcion value	object funcion value	object funcion value	object funcion value	object funcion value
RC	8	20	407.05585	0.000	421.06986	0.000	429.04205	0.000	406.04712	0.000	464.03534	467.02902	461.02683	509.08451	
RAD	8	1	351.07391	0.020	339.04889	0.000	341.05481	0.000	342.08621	0.000	395.03162	395.03174	393.02921	404.23992	
RAD	8	2	373.04392	0.005	379.03220	0.000	372.04251	0.005	354.04337	0.005	406.02591	406.02173	409.01883	452.14325	
RAD	8	3	344.03928	0.000	342.03174	0.005	356.01877	0.000	332.04965	0.000	374.02832	374.02731	372.01553	418.27698	
RAD	8	4	360.03879	0.000	371.03168	0.000	370.03799	0.000	371.04590	0.000	401.01764	403.01700	398.01651	443.09826	
RAD	8	5	366.04150	0.005	363.05142	0.000	364.06006	0.000	351.05594	0.000	395.01599	394.02368	391.03806	441.21308	
RAD	8	6	378.05939	0.000	373.08041	0.000	390.04190	0.005	369.06772	0.005	420.01480	421.01770	420.01758	465.87582	
RAD	8	7	409.03470	0.000	402.04440	0.005	411.02979	0.000	417.02292	0.000	443.02084	448.02100	442.02173	487.08812	
RAD	8	8	447.04392	0.005	448.03046	0.000	452.02368	0.000	448.02338	0.000	477.00757	480.01181	475.01288	519.07416	
RAD	8	9	409.03787	0.000	397.06931	0.000	409.04025	0.005	401.06055	0.000	440.02878	441.02640	436.02316	477.11219	
RAD	8	10	385.03403	0.005	378.05917	0.005	387.06296	0.000	383.03976	0.005	414.00784	412.01236	410.01617	444.08462	
RAD	8	11	414.02145	0.000	403.03445	0.000	411.03275	0.000	413.03363	0.000	439.01187	439.01096	439.01257	480.08718	
RAD	8	12	450.01334	0.000	445.02667	0.000	442.03378	0.005	437.02518	0.005	474.01602	476.01221	471.00967	514.77511	
RAD	8	13	432.04779	0.005	407.03546	0.000	398.04556	0.000	413.06397	0.000	458.02985	460.01880	454.02594	499.09021	
RAD	8	14	355.04660	0.000	370.04089	0.000	372.02969	0.000	373.04294	0.000	397.01871	399.01428	394.02231	440.08181	
RAD	8	15	396.04468	0.005	404.04135	0.000	412.03912	0.000	398.03381	0.005	443.02628	442.02365	441.02246	491.80755	
RAD	8	16	378.06552	0.005	373.07211	0.000	379.03760	0.005	367.07861	0.000	423.03491	425.02213	421.02029	471.53668	
RAD	8	17	371.03711	0.000	378.05277	0.005	377.04965	0.000	366.04788	0.000	419.01703	419.01862	416.02130	473.47931	
RAD	8	18	375.05429	0.005	370.05963	0.000	372.03485	0.000	346.08456	0.000	406.03033	406.01849	406.02261	453.10324	
RAD	8	19	334.04523	0.000	343.05078	0.000	338.03629	0.000	339.04364	0.000	376.02023	376.01846	370.03696	415.66139	
RAD	8	20	399.04804	0.005	389.04950	0.000	395.04950	0.000	386.05930	0.000	429.03629	428.03644	429.03000	476.38717	
R	9	1	521.08600	0.010	540.08392	0.005	519.06671	0.000	519.08875	0.005	575.06677	576.04437	566.05438	587.20592	
R	9	2	530.07452	0.010	526.09180	0.000	533.05829	0.000	521.08112	0.000	569.04993	569.05609	567.03485	587.18346	
R	9	3	626.07861	0.010	625.08411	0.000	640.07147	0.005	631.08478	0.000	685.02820	687.02148	677.03210	697.11465	
R	9	4	645.05072	0.000	640.06348	0.005	632.05512	0.000	629.06958	0.005	665.02838	667.02832	659.05335	679.08551	
R	9	5	577.10059	0.015	577.08569	0.000	573.09638	0.005	555.14160	0.000	619.03882	620.05176	613.05945	641.08658	
R	9	6	634.05261	0.000	633.04565	0.000	646.05005	0.000	639.06397	0.000	670.02319	667.04675	665.02716	676.12989	
R	9	7	642.04102	0.010	646.03864	0.005	641.04498	0.000	625.05579	0.000	660.02210	660.02435	655.02918	664.11621	
R	9	8	629.05121	0.005	627.05310	0.000	632.04157	0.005	627.04846	0.005	644.02466	644.02625	641.02722	648.10879	
R	9	9	636.07947	0.010	636.07697	0.000	641.06628	0.000	641.08014	0.000	669.03766	670.03461	664.03589	674.12301	
R	9	10	636.05866	0.010	637.05200	0.005	637.06140	0.000	631.08429	0.000	652.03278	652.02698	650.02661	656.12027	
R	9	11	656.04938	0.010	668.03314	0.000	657.06152	0.005	658.06549	0.005	676.02905	676.02521	672.04248	677.14121	
R	9	12	663.04865	0.020	662.04132	0.000	659.05939	0.000	662.06036	0.000	676.03284	677.01666	672.03388	679.12151	
R	9	13	581.06018	0.010	579.05347	0.005	585.06494	0.005	571.07550	0.000	616.02570	615.04047	609.03687	631.07380	
R	9	14	571.09399	0.010	579.07745	0.000	586.08258	0.000	574.08441	0.005	615.04858	613.05066	605.05725	632.09605	
R	9	15	652.04504	0.005	651.05133	0.000	643.05609	0.000	639.06244	0.000	668.03491	669.03485	663.03595	671.16242	
R	9	16	622.06665	0.005	632.06293	0.005	632.06268	0.005	634.07178	0.000	666.03259	667.03851	657.05719	678.09381	
R	9	17	650.05072	0.005	646.07239	0.000	637.07141	0.000	626.06635	0.005	686.03766	685.03589	675.04291	710.07804	
R	9	18	620.08588	0.010	642.07056	0.005	620.09009	0.005	614.10230	0.000	664.04425	665.03839	659.03742	672.11225	
R	9	19	619.06995	0.010	623.05969	0.000	624.05145	0.000	618.06690	0.000	657.03278	657.04102	650.03693	670.08626	
R	9	20	566.08197	0.010	565.08514	0.000	565.07806	0.005	557.11200	0.005	598.04425	598.04553	596.03815	616.06834	
C	9	1	522.08215	0.010	538.07611	0.005	528.07611	0.000	513.08655	0.000	590.04163	594.04974	577.05548	609.21446	
C	9	2	512.08014	0.010	522.07123	0.000	516.07336	0.005	505.08804	0.000	552.05035	556.03241	550.02557	559.21132	
C	9	3	581.04492	0.005	582.05225	0.000	584.04761	0.000	579.05951	0.005	620.02564	619.02277	616.02661	639.11603	
C	9	4	588.07288	0.010	597.05969	0.005	592.07727	0.005	595.07819	0.000	614.03803	616.02570	611.03796	619.15680	
C	9	5	630.08264	0.010	634.07391	0.000	634.07623	0.005	617.07684	0.000	678.03302	678.04401	672.03662	695.13765	
C	9	6	658.05194	0.005	657.06067	0.000	646.08093	0.000	643.07092	0.005	688.03180	688.03735	680.04504	694.15375	
C	9	7	598.06714	0.005	601.05768	0.005	588.06384	0.000	593.06171	0.000	616.02600	616.02777	612.04047	620.13230	
C	9	8	663.04181	0.015	659.04865	0.000	646.06329	0.005	654.07184	0.000	686.02387	687.03009	682.03717	692.13120	
C	9	9	635.05493	0.005	635.07239	0.000	638.07776	0.000	621.06995	0.005	662.03857	663.03381	658.03516	669.15193	
C	9	10	582.03546	0.010	574.08765	0.005	581.05597	0.000	580.07794	0.000	599.02570	599.03235	595.03296	603.12488	
C	9	11	584.04712	0.010	584.06012	0.000	583.05780	0.005	579.05914	0.000	594.02844	595.02301	592.02826	598.12620	
C	9	12	661.05402	0.015	663.04852	0.000	660.05536	0.000	656.06989	0.005	679.02368	679.02997	674.02820	679.15960	
C	9	13	571.07727	0.005	572.05536	0.005	559.08246	0.005	556.06677	0.000	598.03363	598.03326	595.03644	615.10164	
C	9	14	594.08148	0.005	603.06293	0.000	603.06622	0.000	598.09424	0.005	628.04688	628.05145	626.04511	640.10582	
C	9	15	618.06812	0.010	618.08673	0.005	618.06360	0.000	611.07758	0.000	655.03076	655.03326	647.04083	671.10911	
C	9	16	600.07147	0.005	589.10571	0.000	595.12415	0.005	587.11841	0.000	632.04358	634.06195	629.06281	639.17963	
C	9	17	610.04816	0.015	613.06458	0.005	613.05640	0.000	586.08814	0.000	646.02441	646.03107	636.05231	662.11498	
C	9	18	570.05652	0.005	574.05786	0.000	589.05969	0.005	571.07361	0.005	608.03693	609.02875	607.04401	615.15213	
C	9	19	558.09705	0.005	570.11041	0.005	570.09393	0.000	545.12201	0.000	607.04138	607.03937	601.04804	618.11549	
C	9	20	594.06592	0.010	597.07190	0.000	603.07336	0.000	582.10779	0.000	628.04627	629.05188	623.05023	643.13288	
RC	9	1	528.09534	0.010	524.08453	0.000	535.06519	0.005	538.05585	0.005	585.03931	589.04010	575.03821	616.15391	
RC	9	2	572.07483	0.015	571.10321	0.005	569.09674	0.000	574.08307	0.000	639.02881	639.03021	635.03497	673.15851	
RC	9	3	624.07904	0.010	633.05627	0.000	627.07422	0.000	621.09412	0.000	671.02802	671.03546	663.03107	680.16707	
RC	9	4	569.04590	0.010	565.04840	0.000	565.05878	0.005	558.06519	0.005	593.03571	593.03345	584.05322	606.09759	
RC	9	5	594.05029	0.010	592.07166	0.005	589.06427	0.000	578.08832	0.000	621.04468	625.04065	617.05365	630.19852	
RC	9	6	575.08063	0.010	581.06140	0.000	591.07642	0.005	574.07855	0.000	610.05103	611.03711	607.04919	614.17047	
RC	9	7	609.03729	0.020	611.03699	0.000	608.05078	0.000	606.06213	0.005	631.03198	631.03015	627.03516	634.14790	
RC	9	8	679.05017	0.015	678.06091	0.005	683.05176	0.000	676.06421	0.000	703.02734	704.01526	700.03186	708.13149	
RC	9	9	604.09375	0.010	608.05249	0.000	606.06421	0.005	594.09686	0.000	635.03992	635.04010	633.03033	648.12216	
RC	9	10	624.05963	0.020	631.06738	0.000	637.05579	0.000	614.08606	0.005	662.02026	662.02777	656.03137	668.13471	
RC	9	11	656.04773	0.010	661.05133	0.005	652.04846	0.005	650.05933	0.000	672.03827	673.02850	670.02905	673.17031	
RC	9	12	640.04773	0.010	637.05145	0.000	633.03583	0.000	629.03827	0.000	653.02545	653.01819	650.03186	655.15750	
RC	9	13	608.05469	0.010	606.05420	0.000	618.05634	0.000	600.05676	0.005	643.04108	643.03912	640.03479	659.10643	
RC	9	14	617.06726	0.010	619.06909	0.000	623.06598	0.005	608.08936	0.000	653.03259	656.03290	642.05005	670.10516	
RC	9	15	627.04712	0.015	622.05280	0.000	630.05444	0.000	609.08929	0.000	653.04553	655.03449	646.04797	662.12085	
RC	9	16	592.06250	0.010	585.05341	0.005	577.08960	0.005	561.07629	0.005	620.04028	620.03357	615.04224	631.12953	
RC	9	17	676.06671	0.010	681.06323	0.000	666.06732	0.000	653.08606	0.000	725.02972	727.03357	715.03589	733.15916	
RC	9	18	625.04077	0.010	626.04742	0.000	623.06097	0.000	601.10962	0.000	654.03265	654.04773	649.04382	661.14949	
RC	9	19	566.07629	0.010	565.06213	0.005	570.07410	0.005	560.06403	0.005	603.03839	607.02863	599.03552	620.09461	
RC	9	20	620.07947	0.010	637.05988	0.000	616.08630	0.000	616.08283	0.000	660.03455	659.04572	657.03388	668.15823	
RAD	9	1	557.06769	0.010	570.08691	0.000	554.08283	0.005	538.08148	0.000	615.06030	611.07044	608.08783	649.20237	
RAD	9	2	585.08618	0.010	592.05383	0.005	581.09924	0.000	565.10022	0.005	636.04059	636.04718	633.03143	659.21048	
RAD	9	3	553.05292	0.015	565.04041	0.000	563.04010	0.000	547.05078	0.000	594.01782	593.02783	586.03449	613.09606	
RAD	9	4	632.05103	0.015	631.03912	0.000	624.04236	0.005	625.05756	0.000	660.02643	661.02649	655.02985	669.14217	
RAD	9	5	599.05627	0.010	596.06354	0.005	605.05731	0.000	600.05927	0.005	640.03235	641.03381	632.03711	655.11606	
RAD	9	6	620.04627	0.020	620.03259	0.000	601.05536	0.005	596.05615	0.000	653.01782	653.01947	646.02612	677.08292	
RAD	9	7	683.03748	0.015	679.04327	0.005	668.04547	0.000	670.03381	0.005	703.02271	703.02765	694.02985	716.13122	
RAD	9	8	662.04797	0.020	667.04834	0.000	671.02985	0.005	652.06348	0.000	684.02118	684.02802	682.02393	694.12851	
RAD	9	9	652.05640	0.020	638.07312	0.000	661.06519	0.000	626.08417	0.000	687.03339	687.03577	680.04303	700.12546	
RAD	9	10	649.05426	0.035	639.05273	0.005	653.05981	0.000	644.05359	0.005	675.01941	675.02264	671.03210	685.12130	
RAD	9	11	663.04712	0.030	668.04211	0.000	668.04547	0.005	644.04895	0.000	689.01386	688.01526	683.01923	693.14937	
RAD	9	12	674.04999	0.020	674.04840	0.005	684.02960	0.000	661.06348	0.005	696.02222	697.02051	691.02429	704.13870	
RAD	9	13	640.05658	0.020	622.06671	0.000	644.04742	0.005	628.06262	0.000	680.02087	680.03095	676.02655	707.07895	
RAD	9	14	635.08752	0.025	631.08997	0.005	651.07593	0.000	609.11304	0.000	692.04028	693.03284	680.04480	719.10241	
RAD	9	15	626.06189	0.020	628.04706	0.000	636.04681	0.005	621.06799	0.005	676.02667	676.02313	668.03027	705.09022	
RAD	9	16	595.05951	0.020	588.05420	0.000	588.06220	0.000	574.07068	0.000	635.02319	635.02539	625.03314	658.08999	
RAD	9	17	662.05939	0.020	664.04401	0.005	679.03156	0.000	650.06995	0.000	703.02777	703.02936	698.02795	719.13104	
RAD	9	18	619.06964	0.020	615.05756	0.000	629.06561	0.005	612.08026	0.005	663.03033	666.02618	659.03949	676.15083	
RAD	9	19	582.03455	0.025	570.04224	0.000	562.04065	0.000	549.04858	0.000	606.02698	607.02826	602.02173	624.11513	
RAD	9	20	592.06415	0.015	597.06574	0.005	599.05414	0.005	582.07105	0.000	627.03088	626.03742	623.03357	639.13364	
R	10	1	725.08032	0.035	741.07239	0.000	719.09430	0.000	706.11298	0.005	798.05701	801.05011	789.04413	835.13330	
R	10	2	811.07489	0.020	818.07025	0.005	791.06738	0.005	793.06543	0.000	873.02924	871.03766	865.03449	894.17728	
R	10	3	798.07916	0.020	811.07361	0.000	812.06470	0.000	783.07507	0.005	836.06043	836.06152	834.05414	837.21847	
R	10	4	766.04382	0.025	767.04315	0.000	775.02344	0.005	769.04773	0.000	793.02228	793.02942	783.03522	796.14094	
R	10	5	771.05426	0.015	778.07324	0.005	782.05853	0.000	785.06653	0.005	810.03369	813.03558	807.03284	823.11379	
R	10	6	773.06415	0.005	776.06403	0.000	773.04132	0.005	778.05707	0.000	808.02777	808.02875	800.04236	813.13218	
R	10	7	787.04132	0.010	784.03967	0.005	786.04651	0.005	774.06262	0.005	807.03021	805.02210	800.03265	809.15644	
R	10	8	772.03833	0.025	772.03796	0.000	762.04639	0.000	768.07001	0.000	787.03131	787.03388	784.03577	795.11096	
R	10	9	740.05689	0.040	737.05902	0.005	729.06171	0.005	738.06305	0.005	758.04181	759.03546	754.03919	767.10905	
R	10	10	863.04804	0.025	847.06097	0.000	858.04871	0.000	854.05981	0.000	874.02692	873.03699	870.04041	876.15690	
R	10	11	793.04779	0.005	803.04706	0.005	798.04767	0.005	789.05457	0.005	818.01965	816.03070	815.02875	822.12119	
R	10	12	781.04132	0.020	776.05225	0.000	778.04706	0.000	776.07739	0.000	792.03442	792.03589	789.03589	793.15243	
R	10	13	799.06488	0.015	800.05475	0.005	798.05164	0.005	783.06946	0.005	828.04157	830.03546	821.04187	843.12276	
R	10	14	738.08435	0.020	737.09613	0.000	743.08942	0.000	721.11249	0.000	778.05084	779.04773	772.04999	785.15346	
R	10	15	774.07721	0.015	781.06427	0.005	779.07819	0.000	762.08905	0.000	822.03534	821.04578	812.04120	839.09002	
R	10	16	818.07105	0.040	820.08551	0.000	818.08545	0.005	825.08777	0.005	860.04211	859.04584	854.04291	870.12396	
R	10	17	781.05896	0.010	767.06043	0.005	776.06360	0.000	776.05701	0.005	816.02881	817.03613	804.03699	834.10941	
R	10	18	758.05768	0.015	763.06049	0.000	758.06610	0.005	762.07306	0.005	808.02942	807.02856	797.03674	826.08283	
R	10	19	765.05133	0.025	767.04553	0.005	763.06763	0.000	755.08221	0.000	800.03210	801.02942	791.02979	811.12400	
R	10	20	802.03790	0.020	795.04077	0.000	789.04425	0.005	777.05066	0.005	834.03442	838.02844	824.02435	852.14252	
C	10	1	696.04773	0.020	684.06793	0.005	701.06085	0.000	658.09277	0.000	758.05493	760.04565	748.04010	791.16897	
C	10	2	701.06867	0.045	700.06751	0.000	700.07001	0.000	688.07422	0.005	751.03644	751.04315	747.03333	763.18200	
C	10	3	760.07214	0.020	766.07221	0.075	773.06506	0.005	763.06946	0.000	811.03351	810.03540	803.03986	821.17900	
C	10	4	824.03973	0.025	829.04633	0.000	826.05774	0.000	811.07886	0.005	851.02264	852.02753	845.03272	857.15129	
C	10	5	769.05591	0.025	767.05292	0.005	774.05084	0.005	764.05866	0.000	807.02899	807.03943	800.04327	821.12079	
C	10	6	764.06342	0.025	769.05560	0.000	760.05017	0.005	747.07178	0.005	797.03571	799.03033	792.03015	808.13155	
C	10	7	773.05341	0.025	778.05273	0.005	778.05304	0.000	771.06366	0.000	806.02954	807.03650	802.04004	811.14885	
C	10	8	757.03827	0.020	756.04376	0.000	757.05273	0.005	754.06305	0.005	772.02051	771.04181	765.04681	772.16214	
C	10	9	790.05072	0.010	793.06097	0.005	803.04688	0.005	785.08106	0.000	818.04443	818.05029	815.03980	819.18668	
C	10	10	799.05658	0.025	806.05151	0.000	796.06238	0.005	795.06879	0.005	825.02478	825.02942	819.04266	830.13474	
C	10	11	772.04590	0.015	768.05560	0.005	774.03980	0.000	764.05170	0.000	791.03137	792.02173	785.03156	799.11322	
C	10	12	827.03949	0.020	831.05176	0.000	823.04602	0.005	825.05206	0.005	842.03259	842.03363	838.03333	844.15877	
C	10	13	779.06104	0.020	780.06043	0.005	777.07941	0.000	772.07025	0.000	816.04431	816.04144	807.04456	823.17305	
C	10	14	766.06360	0.015	776.06067	0.000	774.08106	0.005	773.08374	0.000	809.04511	811.02985	806.03357	820.13479	
C	10	15	705.04559	0.015	711.04840	0.005	716.04211	0.000	698.04114	0.005	746.02545	747.02899	739.03296	763.13136	
C	10	16	753.06427	0.010	768.08844	0.000	761.09845	0.005	750.10449	0.000	809.04364	811.04535	800.05158	826.12393	
C	10	17	759.07141	0.005	767.06177	0.005	761.06708	0.005	749.06305	0.005	790.04065	789.04291	782.03967	797.16661	
C	10	18	761.07367	0.010	751.07727	0.000	755.08081	0.000	748.08557	0.000	809.04437	813.03430	798.04700	828.11284	
C	10	19	798.04150	0.010	796.05267	0.005	800.04816	0.005	794.05591	0.005	834.02515	833.02966	824.03223	845.12882	
C	10	20	776.04828	0.010	774.05530	0.000	778.05609	0.000	753.06531	0.000	813.02417	814.02637	801.03583	822.13813	
RC	10	1	658.06561	0.020	664.06702	0.005	665.07098	0.005	619.09290	0.005	715.04175	712.03778	701.04016	747.17560	
RC	10	2	693.07990	0.010	704.05908	0.000	692.06256	0.000	679.08344	0.000	754.03021	757.02576	744.03760	777.18236	
RC	10	3	709.06799	0.005	713.04956	0.005	706.04590	0.005	701.06860	0.005	757.03693	755.03412	750.02905	767.15833	
RC	10	4	806.05316	0.005	811.04010	0.000	808.04419	0.000	802.05273	0.000	836.02661	837.02673	827.02826	846.13960	
RC	10	5	738.07922	0.010	756.06610	0.005	753.08142	0.000	735.09168	0.005	789.05603	791.04285	780.04504	800.15175	
RC	10	6	777.04602	0.005	773.05780	0.000	767.05841	0.005	765.07086	0.000	815.03351	817.03021	802.04138	828.14432	
RC	10	7	743.04700	0.005	745.05225	0.005	745.04645	0.005	739.06122	0.005	768.02606	769.02618	761.04443	777.15392	
RC	10	8	772.03961	0.005	771.04846	0.000	765.05298	0.000	765.05792	0.000	787.02698	786.03180	783.03705	792.15192	
RC	10	9	834.04877	0.010	828.06867	0.005	833.05170	0.005	806.07031	0.005	855.04376	857.03656	849.03961	862.15978	
RC	10	10	802.05450	0.015	804.05273	0.000	796.05005	0.000	802.07050	0.000	819.03302	819.03925	816.03156	819.19377	
RC	10	11	829.04944	0.010	819.05145	0.005	828.05206	0.005	808.06561	0.000	845.02441	844.03119	838.02728	848.15490	
RC	10	12	812.05530	0.015	817.03912	0.000	813.05273	0.000	801.07129	0.005	834.02759	835.02661	827.03009	839.14252	
RC	10	13	762.06097	0.015	757.06104	0.000	757.07410	0.005	763.06683	0.000	800.04096	802.02618	789.04187	812.14004	
RC	10	14	700.06921	0.010	703.05084	0.000	695.05389	0.005	685.06397	0.005	728.03430	729.03058	722.02777	741.14325	
RC	10	15	797.07550	0.005	798.06531	0.005	803.07098	0.000	772.06171	0.000	845.03742	846.02991	838.03619	863.11125	
RC	10	16	778.03784	0.015	750.05908	0.000	759.05542	0.005	763.05573	0.005	822.02802	823.03101	813.02643	837.12690	
RC	10	17	770.07684	0.005	775.07874	0.005	778.07666	0.000	760.07001	0.000	813.04157	816.03693	803.04919	826.15369	
RC	10	18	781.07129	0.010	782.07007	0.000	780.08136	0.005	758.07867	0.005	822.04248	824.03333	818.04059	830.17077	
RC	10	19	774.08850	0.005	779.06000	0.000	784.06207	0.000	775.07947	0.000	825.04364	823.04944	814.05096	838.12869	
RC	10	20	769.05542	0.005	774.07068	0.000	777.07623	0.005	764.07404	0.005	811.04230	810.04492	806.03638	824.11470	
RAD	10	1	672.06079	0.010	669.05493	0.000	662.05536	0.005	657.05780	0.000	727.02600	728.04089	717.03949	756.17480	
RAD	10	2	725.05853	0.010	729.04437	0.005	730.05597	0.000	702.06500	0.005	787.02130	787.02405	774.04266	821.13454	
RAD	10	3	793.06433	0.010	811.04334	0.000	792.06250	0.005	786.07062	0.000	840.02771	842.02380	829.03040	851.19729	
RAD	10	4	804.04871	0.015	803.04327	0.005	797.03711	0.000	787.06073	0.005	835.02258	836.02417	828.02783	854.11673	
RAD	10	5	769.05676	0.005	763.04718	0.005	771.06641	0.005	764.06482	0.000	817.02387	814.03369	809.02661	840.11485	
RAD	10	6	784.05347	0.010	782.04334	0.000	766.05841	0.005	760.05389	0.005	820.02515	823.01300	807.02625	846.07885	
RAD	10	7	724.03095	0.005	705.03485	0.005	724.03845	0.000	713.04425	0.005	754.01721	753.02258	745.02448	772.11703	
RAD	10	8	791.04004	0.010	789.03131	0.000	779.02704	0.005	774.04749	0.000	807.01715	806.02698	807.02026	819.14447	
RAD	10	9	792.06091	0.010	795.05981	0.005	800.05011	0.000	784.06592	0.005	833.02722	825.02924	826.03137	851.12832	
RAD	10	10	773.03571	0.010	752.04572	0.000	765.04218	0.005	752.05194	0.000	793.01581	793.02277	786.02753	807.10820	
RAD	10	11	746.04144	0.010	738.03033	0.005	749.03760	0.005	739.04840	0.005	774.01929	777.01740	767.02539	793.09993	
RAD	10	12	777.04401	0.010	779.02875	0.005	776.03839	0.000	770.04749	0.000	801.01685	798.03101	793.02826	813.11629	
RAD	10	13	735.06171	0.015	730.06494	0.000	728.06317	0.005	711.06982	0.005	772.02698	775.02380	763.03009	793.11412	
RAD	10	14	789.04517	0.010	788.03961	0.005	790.03845	0.005	765.06122	0.005	842.02142	840.02881	829.02039	867.12617	
RAD	10	15	754.08685	0.010	752.08960	0.000	767.07526	0.000	758.07562	0.000	821.03406	821.03168	813.03546	850.13679	
RAD	10	16	724.04962	0.005	721.04199	0.005	738.04327	0.005	698.05243	0.005	773.02905	774.02771	770.02496	808.06449	
RAD	10	17	801.05145	0.015	804.03479	0.000	805.04565	0.000	779.05566	0.000	846.02765	845.02716	837.02832	859.15457	
RAD	10	18	815.03729	0.015	799.03540	0.005	803.03552	0.005	785.05164	0.005	855.02075	854.01959	834.03400	883.12255	
RAD	10	19	681.06812	0.015	685.06366	0.000	688.06128	0.005	665.08020	0.000	721.03125	723.02954	718.03394	751.10259	
RAD	10	20	814.04395	0.015	798.04749	0.005	808.05542	0.000	791.04865	0.005	845.03601	850.02277	840.03265	865.16529	
R	11	1	878.07233	0.015	880.07776	0.000	901.06934	0.005	836.07611	0.000	961.06445	968.06390	947.06671	1046.14854	
R	11	2	920.06854	0.015	945.06146	0.005	945.05353	0.005	917.08044	0.005	989.03259	994.03900	981.04712	1012.15133	
R	11	3	991.05902	0.010	986.05914	0.005	985.06952	0.005	979.06574	0.005	1037.03882	1038.02356	1026.02539	1053.14787	
R	11	4	1082.04004	0.015	1079.04956	0.000	1082.04395	0.005	1046.06982	0.000	1105.03247	1105.04102	1098.03870	1115.13358	
R	11	5	1022.08691	0.015	1031.08069	0.005	1029.07178	0.005	1014.08612	0.005	1059.05200	1060.04968	1055.05249	1084.11466	
R	11	6	1038.04627	0.010	1037.03943	0.005	1045.04627	0.005	1010.05994	0.005	1065.03491	1063.03052	1056.03162	1078.13500	
R	11	7	1113.04712	0.015	1112.03137	0.005	1116.05457	0.005	1103.06006	0.005	1140.02783	1139.03210	1131.03223	1153.12302	
R	11	8	1045.04480	0.010	1050.04211	0.000	1052.04138	0.005	1041.05371	0.000	1066.02710	1067.03101	1064.03223	1076.13440	
R	11	9	1087.06311	0.010	1079.06982	0.005	1087.05603	0.010	1077.07166	0.005	1111.04065	1111.03931	1106.04321	1118.16733	
R	11	10	1181.05115	0.015	1180.05237	0.005	1175.04810	0.005	1174.06311	0.005	1195.03210	1196.03345	1192.02905	1199.17071	
R	11	11	1090.05066	0.015	1095.05286	0.005	1104.04871	0.005	1083.07935	0.005	1115.02564	1114.03308	1109.02991	1121.14592	
R	11	12	1092.04382	0.020	1093.03857	0.005	1090.04480	0.000	1085.05017	0.000	1102.03259	1102.03613	1099.03748	1104.16674	
R	11	13	1025.07849	0.015	1029.06653	0.005	1036.07031	0.000	1006.09363	0.005	1071.04602	1074.03662	1052.04761	1087.13967	
R	11	14	1040.05139	0.010	1021.05432	0.005	1033.04651	0.005	1008.06299	0.000	1090.02124	1089.03101	1076.02478	1107.12214	
R	11	15	1035.06555	0.015	1029.08252	0.005	1044.06580	0.005	1025.09497	0.005	1082.04468	1080.05737	1072.05286	1094.16824	
R	11	16	990.05377	0.020	999.05365	0.005	992.06189	0.005	978.08893	0.005	1028.02783	1020.04016	1015.04096	1042.11938	
R	11	17	955.05450	0.010	955.05017	0.000	957.04443	0.005	945.04804	0.005	994.02240	989.03326	986.02679	1014.10821	
R	11	18	1060.05530	0.020	1062.05273	0.005	1063.05762	0.005	1040.07385	0.005	1093.03528	1089.03503	1085.04419	1103.15416	
R	11	19	1038.07349	0.015	1045.06360	0.005	1049.05481	0.005	1048.06628	0.000	1095.03027	1097.03516	1087.02881	1115.12020	
R	11	20	988.08539	0.015	1000.06653	0.005	1007.06256	0.005	986.08649	0.005	1032.05103	1035.03455	1023.04120	1050.12177	
C	11	1	938.06659	0.010	955.05975	0.000	964.04840	0.005	935.08661	0.005	1032.04187	1030.03626	1018.03095	1092.15661	
C	11	2	995.04999	0.010	993.06824	0.005	1002.05731	0.005	964.07428	0.000	1073.03076	1069.04504	1059.03320	1102.18177	
C	11	3	968.05042	0.015	971.04889	0.005	972.03815	0.005	962.05121	0.005	1028.03296	1026.02344	1012.02765	1071.09360	
C	11	4	974.04327	0.010	991.04266	0.005	988.04303	0.005	973.05530	0.005	1013.02820	1013.03040	1005.03314	1017.17593	
C	11	5	1001.03583	0.015	1006.04077	0.005	995.04651	0.005	980.04559	0.000	1049.03149	1050.02344	1029.02856	1067.11941	
C	11	6	1066.04150	0.015	1068.04346	0.000	1061.04224	0.005	1059.05005	0.005	1100.03284	1105.03003	1089.03674	1112.14909	
C	11	7	1033.06177	0.015	1038.04944	0.005	1042.06116	0.005	1029.06775	0.005	1060.04138	1061.02625	1054.04504	1063.18006	
C	11	8	1068.04883	0.015	1063.05151	0.005	1067.05005	0.000	1057.04993	0.000	1084.03235	1085.03491	1080.03027	1091.14352	
C	11	9	1092.05750	0.015	1094.05078	0.005	1104.04395	0.005	1094.05420	0.000	1141.03149	1144.02673	1128.03662	1152.13084	
C	11	10	1071.05212	0.020	1070.04736	0.000	1074.04688	0.000	1061.06995	0.005	1088.03394	1089.04089	1081.03992	1093.16860	
C	11	11	1081.04016	0.020	1079.03943	0.005	1084.04163	0.005	1078.06567	0.005	1105.03320	1109.03076	1098.02625	1122.09861	
C	11	12	1067.04016	0.010	1055.04871	0.005	1070.03845	0.000	1067.04102	0.000	1084.03296	1087.02417	1082.03101	1092.13965	
